PID,Age,Sex,Home_X,Home_Y,excluded-modes,income,rank,valueOfTime,Household_ID,Household_num_vehicles,Household_income [$]
10102-2016000389885-0133189,21,F,679472.472883,4819377.363451,,11896.0,2,18.0,10102-2016000389885-0,5,76174.0
10102-2016000389885-0133237,9,M,679472.472883,4819377.363451,car,0.0,4,18.0,10102-2016000389885-0,5,76174.0
10102-2016000389885-0133285,2,F,679472.472883,4819377.363451,car,0.0,3,18.0,10102-2016000389885-0,5,76174.0
10102-2016000389885-0133333,24,F,679472.472883,4819377.363451,,32748.0,5,18.0,10102-2016000389885-0,5,76174.0
10102-2016000423611-2134564,46,M,680191.7138449999,4819128.9226905,,62483.0,0,18.0,10102-2016000423611-2,2,7503.0
10102-2016000471794-1135472,55,F,679472.472883,4819377.363451,,0.0,0,18.0,10102-2016000471794-1,5,44368.0
10102-2016000471794-1135515,42,M,679472.472883,4819377.363451,,73203.0,1,18.0,10102-2016000471794-1,5,44368.0
10102-2016000471794-1135558,4,F,679472.472883,4819377.363451,car,0.0,4,18.0,10102-2016000471794-1,5,44368.0
10102-2016000471794-1135601,2,M,679472.472883,4819377.363451,car,0.0,5,18.0,10102-2016000471794-1,5,44368.0
10102-2016000471794-1135644,10,F,679472.472883,4819377.363451,car,0.0,6,18.0,10102-2016000471794-1,5,44368.0
10102-2016000471794-1135687,1,F,679472.472883,4819377.363451,car,0.0,3,18.0,10102-2016000471794-1,5,44368.0
10102-2016000479494-1135891,51,F,681700.177082,4819440.9804735,,0.0,0,18.0,10102-2016000479494-1,5,117921.0
10102-2016000479494-1135943,35,M,681700.177082,4819440.9804735,,34774.0,1,18.0,10102-2016000479494-1,5,117921.0
10102-2016000479494-1135995,16,M,681700.177082,4819440.9804735,,71.0,3,18.0,10102-2016000479494-1,5,117921.0
10102-2016000479494-1136047,11,F,681700.177082,4819440.9804735,car,0.0,4,18.0,10102-2016000479494-1,5,117921.0
10102-2016000510160-1136490,59,M,680191.7138449999,4819128.9226905,,128207.0,0,18.0,10102-2016000510160-1,5,144581.0
10102-2016000510160-1136563,10,M,680191.7138449999,4819128.9226905,car,0.0,5,18.0,10102-2016000510160-1,5,144581.0
10102-2016000510160-1136636,6,M,680191.7138449999,4819128.9226905,car,0.0,1,18.0,10102-2016000510160-1,5,144581.0
10102-2016000510160-1136709,2,F,680191.7138449999,4819128.9226905,car,0.0,4,18.0,10102-2016000510160-1,5,144581.0
10102-2016000510160-1136782,29,F,680191.7138449999,4819128.9226905,,14061.0,2,18.0,10102-2016000510160-1,5,144581.0
10102-2016000523072-0137198,48,M,681700.177082,4819440.9804735,,139193.0,0,18.0,10102-2016000523072-0,2,22517.0
10102-2016000532720-0137343,71,M,679472.472883,4819377.363451,,0.0,1,18.0,10102-2016000532720-0,2,36932.0
10102-2016000559873-0138290,27,M,681700.177082,4819440.9804735,,72136.0,1,18.0,10102-2016000559873-0,3,84525.0
10102-2016000559873-0138370,31,F,681700.177082,4819440.9804735,,32392.0,2,18.0,10102-2016000559873-0,3,84525.0
10102-2016000610766-1139306,70,M,681700.177082,4819440.9804735,,0.0,1,18.0,10102-2016000610766-1,3,3151.0
10102-2016000610766-1139361,67,F,681700.177082,4819440.9804735,,12177.0,0,18.0,10102-2016000610766-1,3,3151.0
10102-2016000614752-1139416,18,F,680191.7138449999,4819128.9226905,,27293.0,0,18.0,10102-2016000614752-1,3,16706.0
10102-2016000614752-1139458,31,F,680191.7138449999,4819128.9226905,,16376.0,2,18.0,10102-2016000614752-1,3,16706.0
10102-2016000643612-1139876,38,M,681700.177082,4819440.9804735,,34696.0,3,18.0,10102-2016000643612-1,5,54320.0
10102-2016000643612-1139918,60,F,681700.177082,4819440.9804735,,0.0,4,18.0,10102-2016000643612-1,5,54320.0
10102-2016000643612-1139960,25,M,681700.177082,4819440.9804735,,0.0,2,18.0,10102-2016000643612-1,5,54320.0
10102-2016000643612-1140002,3,M,681700.177082,4819440.9804735,car,0.0,1,18.0,10102-2016000643612-1,5,54320.0
10102-2016000644235-0140043,25,M,680191.7138449999,4819128.9226905,,22220.0,1,18.0,10102-2016000644235-0,4,149895.0
10102-2016000644235-0140085,32,M,680191.7138449999,4819128.9226905,,30355.0,2,18.0,10102-2016000644235-0,4,149895.0
10102-2016000644235-0140127,28,M,680191.7138449999,4819128.9226905,,75600.0,3,18.0,10102-2016000644235-0,4,149895.0
10102-2016000644235-1140044,32,M,680191.7138449999,4819128.9226905,,35216.0,2,18.0,10102-2016000644235-1,4,68020.0
10102-2016000644235-1140086,31,M,680191.7138449999,4819128.9226905,,48706.0,0,18.0,10102-2016000644235-1,4,68020.0
10102-2016000644235-1140128,33,M,680191.7138449999,4819128.9226905,,18825.0,3,18.0,10102-2016000644235-1,4,68020.0
10102-2016000675463-0140965,20,M,678634.4377125,4819578.9705915,,32935.0,1,18.0,10102-2016000675463-0,4,2218.0
10102-2016000675463-0141007,30,F,678634.4377125,4819578.9705915,,9577.0,0,18.0,10102-2016000675463-0,4,2218.0
10102-2016000675463-0141049,13,M,678579.3792989999,4819372.9640895,car,0.0,2,18.0,10102-2016000675463-0,4,2218.0
10102-2016000675463-1140966,18,M,681907.8854990001,4819340.8687385,,12932.0,3,18.0,10102-2016000675463-1,4,122561.0
10102-2016000675463-1141008,18,F,681907.8854990001,4819340.8687385,,0.0,1,18.0,10102-2016000675463-1,4,122561.0
10102-2016000675463-1141050,3,M,681907.8854990001,4819340.8687385,car,0.0,2,18.0,10102-2016000675463-1,4,122561.0
10102-2016000690309-1141397,54,F,679472.472883,4819377.363451,,1800.0,0,18.0,10102-2016000690309-1,5,111948.0
10102-2016000690309-1141435,2,M,679472.472883,4819377.363451,car,13642.0,4,18.0,10102-2016000690309-1,5,111948.0
10102-2016000690309-1141473,5,M,679472.472883,4819377.363451,car,0.0,5,18.0,10102-2016000690309-1,5,111948.0
10102-2016000690309-1141511,10,F,679472.472883,4819377.363451,car,0.0,3,18.0,10102-2016000690309-1,5,111948.0
10102-2016000690309-1141549,54,M,679472.472883,4819377.363451,,30624.0,1,18.0,10102-2016000690309-1,5,111948.0
10102-2016000697205-0141586,29,M,681907.8854990001,4819340.8687385,,67226.0,0,18.0,10102-2016000697205-0,2,25780.0
10102-2016000699058-0141647,71,F,681700.177082,4819440.9804735,,0.0,0,18.0,10102-2016000699058-0,2,24955.0
10102-2016000763673-0142996,73,M,680599.7492335,4819408.7224395,,0.0,0,18.0,10102-2016000763673-0,2,20719.0
10102-2016000778909-0143768,47,F,680191.7138449999,4819128.9226905,,0.0,4,18.0,10102-2016000778909-0,5,31409.0
10102-2016000778909-0143784,21,M,680191.7138449999,4819128.9226905,,10466.0,3,18.0,10102-2016000778909-0,5,31409.0
10102-2016000778909-0143800,14,M,680191.7138449999,4819128.9226905,car,0.0,0,18.0,10102-2016000778909-0,5,31409.0
10102-2016000778909-0143816,16,M,680191.7138449999,4819128.9226905,,0.0,2,18.0,10102-2016000778909-0,5,31409.0
10102-2016000778909-0143832,39,M,680191.7138449999,4819128.9226905,,28749.0,5,18.0,10102-2016000778909-0,5,31409.0
10102-2016000828903-0144439,33,M,680191.7138449999,4819128.9226905,,36953.0,2,18.0,10102-2016000828903-0,3,113403.0
10102-2016000828903-0144457,18,F,680191.7138449999,4819128.9226905,,13152.0,0,18.0,10102-2016000828903-0,3,113403.0
10102-2016000861404-0145166,32,M,678579.3792989999,4819372.9640895,,20361.0,0,18.0,10102-2016000861404-0,2,20415.0
10102-2016000874667-0145196,37,M,680191.7138449999,4819128.9226905,,10388.0,1,18.0,10102-2016000874667-0,5,45693.0
10102-2016000874667-0145284,45,F,680191.7138449999,4819128.9226905,,37453.0,4,18.0,10102-2016000874667-0,5,45693.0
10102-2016000874667-0145372,4,F,680191.7138449999,4819128.9226905,car,0.0,3,18.0,10102-2016000874667-0,5,45693.0
10102-2016000874667-0145460,4,F,680191.7138449999,4819128.9226905,car,0.0,0,18.0,10102-2016000874667-0,5,45693.0
10102-2016000874667-0145548,10,M,680191.7138449999,4819128.9226905,car,0.0,2,18.0,10102-2016000874667-0,5,45693.0
10102-2016000928324-0146522,67,F,681700.177082,4819440.9804735,,22188.0,1,18.0,10102-2016000928324-0,2,14446.0
10102-2016000938757-1146701,68,M,681907.8854990001,4819340.8687385,,38981.0,1,18.0,10102-2016000938757-1,3,93067.0
10102-2016000938757-1146742,70,F,681907.8854990001,4819340.8687385,,0.0,0,18.0,10102-2016000938757-1,3,93067.0
10102-2016001009358-0147836,73,F,681700.177082,4819440.9804735,,0.0,0,18.0,10102-2016001009358-0,3,76931.0
10102-2016001009358-0147870,72,M,681700.177082,4819440.9804735,,0.0,1,18.0,10102-2016001009358-0,3,76931.0
10102-2016001065251-0148354,32,M,680191.7138449999,4819128.9226905,,41043.0,4,18.0,10102-2016001065251-0,5,112942.0
10102-2016001065251-0148374,21,M,680191.7138449999,4819128.9226905,,35540.0,1,18.0,10102-2016001065251-0,5,112942.0
10102-2016001065251-0148394,25,M,680191.7138449999,4819128.9226905,,7629.0,3,18.0,10102-2016001065251-0,5,112942.0
10102-2016001065251-0148414,19,M,680191.7138449999,4819128.9226905,,33746.0,2,18.0,10102-2016001065251-0,5,112942.0
10102-2016001082300-0148456,28,M,681700.177082,4819440.9804735,,0.0,2,18.0,10102-2016001082300-0,5,125377.0
10102-2016001082300-0148494,21,F,681700.177082,4819440.9804735,,11380.0,1,18.0,10102-2016001082300-0,5,125377.0
10102-2016001082300-0148532,26,M,681700.177082,4819440.9804735,,3250.0,0,18.0,10102-2016001082300-0,5,125377.0
10102-2016001082300-0148570,24,F,681700.177082,4819440.9804735,,31056.0,4,18.0,10102-2016001082300-0,5,125377.0
10102-2016001082341-0148608,25,M,681700.177082,4819440.9804735,,17316.0,1,18.0,10102-2016001082341-0,2,17350.0
10102-2016001094523-0149048,74,F,681907.8854990001,4819340.8687385,,0.0,2,18.0,10102-2016001094523-0,3,732.0
10102-2016001094523-0149071,74,M,681907.8854990001,4819340.8687385,,106372.0,1,18.0,10102-2016001094523-0,3,732.0
10102-2016001120110-2149232,51,F,681700.177082,4819440.9804735,,36385.0,3,18.0,10102-2016001120110-2,4,29876.0
10102-2016001120110-2149313,27,M,681700.177082,4819440.9804735,,0.0,1,18.0,10102-2016001120110-2,4,29876.0
10102-2016001120110-2149394,25,F,681700.177082,4819440.9804735,,1804.0,2,18.0,10102-2016001120110-2,4,29876.0
10102-2016001132273-0149507,50,F,678579.3792989999,4819372.9640895,,0.0,0,18.0,10102-2016001132273-0,2,21828.0
10102-2016001146764-0149580,51,F,680599.7492335,4819408.7224395,,0.0,1,18.0,10102-2016001146764-0,4,46638.0
10102-2016001146764-0149593,7,F,680599.7492335,4819408.7224395,car,0.0,3,18.0,10102-2016001146764-0,4,46638.0
10102-2016001146764-0149606,44,F,680599.7492335,4819408.7224395,,36296.0,2,18.0,10102-2016001146764-0,4,46638.0
10102-2016001157571-0149780,42,M,679472.472883,4819377.363451,,35008.0,1,18.0,10102-2016001157571-0,4,11459.0
10102-2016001157571-0149847,58,F,679472.472883,4819377.363451,,23109.0,0,18.0,10102-2016001157571-0,4,11459.0
10102-2016001157571-0149914,23,M,679472.472883,4819377.363451,,44843.0,3,18.0,10102-2016001157571-0,4,11459.0
10102-2016001158545-0149981,49,F,681700.177082,4819440.9804735,,0.0,1,18.0,10102-2016001158545-0,3,21607.0
10102-2016001158545-0150004,1,F,681700.177082,4819440.9804735,car,0.0,0,18.0,10102-2016001158545-0,3,21607.0
10102-2016001178626-0150095,42,F,680599.7492335,4819408.7224395,,57332.0,3,18.0,10102-2016001178626-0,5,40754.0
10102-2016001178626-0150115,49,M,680599.7492335,4819408.7224395,,70760.0,1,18.0,10102-2016001178626-0,5,40754.0
10102-2016001178626-0150135,2,M,680599.7492335,4819408.7224395,car,0.0,2,18.0,10102-2016001178626-0,5,40754.0
10102-2016001178626-0150155,4,F,680599.7492335,4819408.7224395,car,0.0,0,18.0,10102-2016001178626-0,5,40754.0
10102-2016001178626-0150175,0,F,680599.7492335,4819408.7224395,car,0.0,5,18.0,10102-2016001178626-0,5,40754.0
10102-2016001183526-1150349,72,F,681907.8854990001,4819340.8687385,,0.0,0,18.0,10102-2016001183526-1,2,16965.0
10102-2016001185478-0150384,60,M,678579.3792989999,4819372.9640895,,76195.0,1,18.0,10102-2016001185478-0,2,5496.0
10102-2016001200571-4150569,28,M,680191.7138449999,4819128.9226905,,25609.0,1,18.0,10102-2016001200571-4,2,27050.0
10102-2016001200571-5150570,22,M,680599.7492335,4819408.7224395,,0.0,1,18.0,10102-2016001200571-5,2,16351.0
10102-2016001210684-4150686,32,F,680191.7138449999,4819128.9226905,,38982.0,0,18.0,10102-2016001210684-4,4,43514.0
10102-2016001210684-4150788,6,M,680191.7138449999,4819128.9226905,car,0.0,3,18.0,10102-2016001210684-4,4,43514.0
10102-2016001210684-4150890,11,F,680191.7138449999,4819128.9226905,car,0.0,2,18.0,10102-2016001210684-4,4,43514.0
10102-2016001210775-0150988,51,M,680599.7492335,4819408.7224395,,61603.0,4,18.0,10102-2016001210775-0,5,24587.0
10102-2016001210775-0151046,63,F,680599.7492335,4819408.7224395,,63440.0,0,18.0,10102-2016001210775-0,5,24587.0
10102-2016001210775-0151104,10,F,680599.7492335,4819408.7224395,car,0.0,1,18.0,10102-2016001210775-0,5,24587.0
10102-2016001210775-0151162,1,F,680599.7492335,4819408.7224395,car,0.0,3,18.0,10102-2016001210775-0,5,24587.0
10102-2016001216686-0151220,46,M,681700.177082,4819440.9804735,,16370.0,3,18.0,10102-2016001216686-0,5,64001.0
10102-2016001216686-0151257,19,F,681700.177082,4819440.9804735,,24348.0,4,18.0,10102-2016001216686-0,5,64001.0
10102-2016001216686-0151294,11,F,681700.177082,4819440.9804735,car,0.0,0,18.0,10102-2016001216686-0,5,64001.0
10102-2016001216686-0151331,1,F,681700.177082,4819440.9804735,car,0.0,1,18.0,10102-2016001216686-0,5,64001.0
10102-2016001216686-0151368,3,M,681700.177082,4819440.9804735,car,0.0,5,18.0,10102-2016001216686-0,5,64001.0
10102-2016001217429-1151406,67,M,680191.7138449999,4819128.9226905,,0.0,2,18.0,10102-2016001217429-1,3,80972.0
10102-2016001217429-1151461,72,F,680191.7138449999,4819128.9226905,,0.0,0,18.0,10102-2016001217429-1,3,80972.0
10102-2016001223046-2151541,48,F,679472.472883,4819377.363451,,5785.0,3,18.0,10102-2016001223046-2,5,20735.0
10102-2016001223046-2151629,62,M,679472.472883,4819377.363451,,31506.0,4,18.0,10102-2016001223046-2,5,20735.0
10102-2016001223046-2151717,15,F,679472.472883,4819377.363451,car,15490.0,1,18.0,10102-2016001223046-2,5,20735.0
10102-2016001223046-2151805,4,M,679472.472883,4819377.363451,car,0.0,6,18.0,10102-2016001223046-2,5,20735.0
10102-2016001223046-2151893,1,M,679472.472883,4819377.363451,car,0.0,0,18.0,10102-2016001223046-2,5,20735.0
10102-2016001223046-2151981,10,M,679472.472883,4819377.363451,car,0.0,2,18.0,10102-2016001223046-2,5,20735.0
10102-2016001223046-3151542,49,F,681907.8854990001,4819340.8687385,,73701.0,5,18.0,10102-2016001223046-3,5,69749.0
10102-2016001223046-3151630,54,M,681907.8854990001,4819340.8687385,,11842.0,0,18.0,10102-2016001223046-3,5,69749.0
10102-2016001223046-3151718,1,F,681907.8854990001,4819340.8687385,car,0.0,3,18.0,10102-2016001223046-3,5,69749.0
10102-2016001223046-3151806,11,M,681907.8854990001,4819340.8687385,car,0.0,6,18.0,10102-2016001223046-3,5,69749.0
10102-2016001223046-3151894,14,M,681907.8854990001,4819340.8687385,car,0.0,4,18.0,10102-2016001223046-3,5,69749.0
10102-2016001223046-3151982,8,M,681907.8854990001,4819340.8687385,car,0.0,2,18.0,10102-2016001223046-3,5,69749.0
10102-2016001225736-3152070,63,M,679472.472883,4819377.363451,,47120.0,0,18.0,10102-2016001225736-3,2,2561.0
10102-2016001235624-0152790,28,M,678579.3792989999,4819372.9640895,,0.0,1,18.0,10102-2016001235624-0,3,49687.0
10102-2016001235624-0152827,23,F,678634.4377125,4819578.9705915,,34467.0,0,18.0,10102-2016001235624-0,3,49687.0
10102-2016001235624-1152791,24,M,680191.7138449999,4819128.9226905,,72640.0,0,18.0,10102-2016001235624-1,3,109949.0
10102-2016001235624-1152828,33,F,680191.7138449999,4819128.9226905,,3769.0,1,18.0,10102-2016001235624-1,3,109949.0
10102-2016001262844-0153137,68,M,678634.4377125,4819578.9705915,,0.0,0,18.0,10102-2016001262844-0,3,134112.0
10102-2016001262844-0153180,69,F,678579.3792989999,4819372.9640895,,0.0,2,18.0,10102-2016001262844-0,3,134112.0
10102-2016001370156-0154023,55,F,679472.472883,4819377.363451,,58731.0,4,18.0,10102-2016001370156-0,5,139579.0
10102-2016001370156-0154028,40,M,679472.472883,4819377.363451,,27764.0,1,18.0,10102-2016001370156-0,5,139579.0
10102-2016001370156-0154033,24,F,679472.472883,4819377.363451,,2746.0,2,18.0,10102-2016001370156-0,5,139579.0
10102-2016001370156-0154038,9,F,679472.472883,4819377.363451,car,0.0,3,18.0,10102-2016001370156-0,5,139579.0
10102-2016001399217-1154203,20,F,680191.7138449999,4819128.9226905,,14449.0,1,18.0,10102-2016001399217-1,3,122517.0
10102-2016001399217-1154246,32,F,680191.7138449999,4819128.9226905,,1027.0,2,18.0,10102-2016001399217-1,3,122517.0
10102-2016001403610-1154315,50,F,681700.177082,4819440.9804735,,2939.0,1,18.0,10102-2016001403610-1,3,28419.0
10102-2016001403610-1154356,27,F,681700.177082,4819440.9804735,,25772.0,2,18.0,10102-2016001403610-1,3,28419.0
10102-2016001407958-1154407,43,M,680599.7492335,4819408.7224395,,23749.0,4,18.0,10102-2016001407958-1,5,118364.0
10102-2016001407958-1154470,46,F,680599.7492335,4819408.7224395,,0.0,0,18.0,10102-2016001407958-1,5,118364.0
10102-2016001407958-1154533,0,M,680599.7492335,4819408.7224395,car,0.0,1,18.0,10102-2016001407958-1,5,118364.0
10102-2016001407958-1154596,2,F,680599.7492335,4819408.7224395,car,0.0,2,18.0,10102-2016001407958-1,5,118364.0
10102-2016001424895-1154907,52,M,681700.177082,4819440.9804735,,24249.0,4,18.0,10102-2016001424895-1,5,135741.0
10102-2016001424895-1154952,55,F,681700.177082,4819440.9804735,,11019.0,3,18.0,10102-2016001424895-1,5,135741.0
10102-2016001424895-1154997,4,F,681700.177082,4819440.9804735,car,0.0,1,18.0,10102-2016001424895-1,5,135741.0
10102-2016001424895-1155042,18,M,681700.177082,4819440.9804735,,26373.0,0,18.0,10102-2016001424895-1,5,135741.0
10102-2016001437406-0155373,28,F,681907.8854990001,4819340.8687385,,19828.0,0,18.0,10102-2016001437406-0,5,7420.0
10102-2016001437406-0155410,18,F,681907.8854990001,4819340.8687385,,22303.0,4,18.0,10102-2016001437406-0,5,7420.0
10102-2016001437406-0155447,33,F,681907.8854990001,4819340.8687385,,12394.0,1,18.0,10102-2016001437406-0,5,7420.0
10102-2016001437406-0155484,24,F,681907.8854990001,4819340.8687385,,16398.0,2,18.0,10102-2016001437406-0,5,7420.0
10102-2016001438850-0155549,46,M,681700.177082,4819440.9804735,,13466.0,1,18.0,10102-2016001438850-0,3,38573.0
10102-2016001438850-0155612,29,M,681700.177082,4819440.9804735,,52479.0,0,18.0,10102-2016001438850-0,3,38573.0
10102-2016001467581-1156392,30,F,678579.3792989999,4819372.9640895,,38293.0,2,18.0,10102-2016001467581-1,3,33547.0
10102-2016001467581-1156435,18,M,678634.4377125,4819578.9705915,,137072.0,1,18.0,10102-2016001467581-1,3,33547.0
10102-2016001497890-0157517,42,M,681700.177082,4819440.9804735,,96095.0,3,18.0,10102-2016001497890-0,4,83941.0
10102-2016001497890-0157523,35,F,681700.177082,4819440.9804735,,39623.0,2,18.0,10102-2016001497890-0,4,83941.0
10102-2016001497890-0157529,10,F,681700.177082,4819440.9804735,car,0.0,0,18.0,10102-2016001497890-0,4,83941.0
10102-2016001508783-0157601,27,M,680191.7138449999,4819128.9226905,,38550.0,1,18.0,10102-2016001508783-0,2,16995.0
10102-2016001518968-1157775,41,M,678961.7846615,4819763.3976015,,0.0,0,18.0,10102-2016001518968-1,2,36900.0
10103-2012000078687-01419,36,M,678634.4377125,4819578.9705915,,74730.0,0,18.0,10103-2012000078687-0,5,95042.0
10103-2012000078687-01459,48,F,678634.4377125,4819578.9705915,,0.0,2,18.0,10103-2012000078687-0,5,95042.0
10103-2012000078687-01499,4,M,678579.3792989999,4819372.9640895,car,0.0,4,18.0,10103-2012000078687-0,5,95042.0
10103-2012000078687-01539,1,F,678634.4377125,4819578.9705915,car,0.0,1,18.0,10103-2012000078687-0,5,95042.0
10103-2012000156497-02751,61,F,678634.4377125,4819578.9705915,,0.0,6,18.0,10103-2012000156497-0,5,93273.0
10103-2012000156497-02789,10,M,678634.4377125,4819578.9705915,car,0.0,0,18.0,10103-2012000156497-0,5,93273.0
10103-2012000156497-02827,2,M,678634.4377125,4819578.9705915,car,0.0,1,18.0,10103-2012000156497-0,5,93273.0
10103-2012000156497-02865,14,M,678634.4377125,4819578.9705915,car,0.0,5,18.0,10103-2012000156497-0,5,93273.0
10103-2012000156497-02903,16,F,678634.4377125,4819578.9705915,,0.0,2,18.0,10103-2012000156497-0,5,93273.0
10103-2012000156497-02941,46,F,678634.4377125,4819578.9705915,,0.0,3,18.0,10103-2012000156497-0,5,93273.0
10103-2012000184824-03587,68,F,678579.3792989999,4819372.9640895,,0.0,0,18.0,10103-2012000184824-0,2,12364.0
10103-2012000218524-04486,36,M,678579.3792989999,4819372.9640895,,1632.0,1,18.0,10103-2012000218524-0,2,27397.0
10103-2012000306213-16005,67,F,678579.3792989999,4819372.9640895,,0.0,1,18.0,10103-2012000306213-1,2,1521.0
10103-2012000408856-08387,44,F,678579.3792989999,4819372.9640895,,4198.0,0,18.0,10103-2012000408856-0,3,37210.0
